commit_hash,label,message,body,xcm
f72063e7c2f9b4b5894105f1fc8330c05a819977,0,"remove dnssec config management bootstrap debianyml

dnssec default ubuntu bionic64 resolvedconf
these task artefact obsolete infra configuration long need

further remove these task resolve issue that task always report
change bounce systemd resolve unneccesarily even there
actual modification systemd resolvedconf","what type this
kind cleanup
what this need
currently role bootstrap task bootstrap debianyml will reconfigure systemd resolvedconf that
dnssecallow downgrade present will subsequently
dnssecyes dnssecallow downgrade systemd resolvedconf

module
although task idempotent this have problem that dnssecno present line present comment will regardless report change every even though actually make change this improve behaviour that will only dnssecyes present hence will skip task already correct state rerun ansible
edit dnssec default ubuntu bionic64 resolvedconf these task artefact obsolete infra configuration long need this remove dnssec config management task
which issue this

this introduce user face change

none","remove dnssec config management bootstrap debianyml

dnssec default ubuntu bionic64 resolvedconf
these task artefact obsolete infra configuration long need

further remove these task resolve issue that task always report
change bounce systemd resolve unneccesarily even there
actual modification systemd resolvedconfwhat type this
kind cleanup
what this need
currently role bootstrap task bootstrap debianyml will reconfigure systemd resolvedconf that
dnssecallow downgrade present will subsequently
dnssecyes dnssecallow downgrade systemd resolvedconf

module
although task idempotent this have problem that dnssecno present line present comment will regardless report change every even though actually make change this improve behaviour that will only dnssecyes present hence will skip task already correct state rerun ansible
edit dnssec default ubuntu bionic64 resolvedconf these task artefact obsolete infra configuration long need this remove dnssec config management task
which issue this

this introduce user face change

none"
ff1bc739f11ec7ad889f2ab13b591ecdd60020d6,0,change default kubelet flexvolumes plugins,"what type this
kind change
kind cleanup
what this need
change default kubelet flexvolumes plugins close standard
special note your reviewer
accord http githubcom rook rook blob master documentation flexvolumemd platform specific flexvolume path libexec kubernetes kubelet plugins volume exec common place
this introduce user face change

change default kubelet flexvolumes plugins","change default kubelet flexvolumes pluginswhat type this
kind change
kind cleanup
what this need
change default kubelet flexvolumes plugins close standard
special note your reviewer
accord http githubcom rook rook blob master documentation flexvolumemd platform specific flexvolume path libexec kubernetes kubelet plugins volume exec common place
this introduce user face change

change default kubelet flexvolumes plugins"
1572aaf6ca117ee5755fd16c7ef32548413383ca,0,"merge pull request from lukaszo patch

socat require pkgs",require port forwarding,"merge pull request from lukaszo patch

socat require pkgsrequire port forwarding"
e257d92f41259f388839c34744d0d1b188755302,0,"cilium update

resource need deploy

cilium v164

change deprecate option name

update clusterrole cilium

cilium

make monitor aggregation config configurable variable

change monitor aggregation default none medium

cilium

update

v170 v171","what type this

uncomment only kind line enter that line remove lead whitespaces from that line
kind change

kind

kind cleanup
kind design
kind documentation
kind fail test
kind feature
kind flake

what this need
version cilium v155 example include config that work with kubernetes version miss cniversion field
cilium v160 also need some more right clusterrole order crash startup
which issue this


special note your reviewer
this introduce user face change

default cilium v171","cilium update

resource need deploy

cilium v164

change deprecate option name

update clusterrole cilium

cilium

make monitor aggregation config configurable variable

change monitor aggregation default none medium

cilium

update

v170 v171what type this

uncomment only kind line enter that line remove lead whitespaces from that line
kind change

kind

kind cleanup
kind design
kind documentation
kind fail test
kind feature
kind flake

what this need
version cilium v155 example include config that work with kubernetes version miss cniversion field
cilium v160 also need some more right clusterrole order crash startup
which issue this


special note your reviewer
this introduce user face change

default cilium v171"
672e47a7ebfb6ddc87b2ffdf171563f0163c364d,0,"feat check uninstall container engine

sign cyril corbon corboncyril gmailcom","what type this

uncomment only kind line enter that line remove lead whitespaces from that line
kind change
kind
kind cleanup
kind design
kind documentation
kind fail test
kind feature
kind flake

kind
what this need
should verify that docker docker instal when install containerd
which issue this


special note your reviewer
this introduce user face change

check uninstall container engine need when change container engine define","feat check uninstall container engine

sign cyril corbon corboncyril gmailcomwhat type this

uncomment only kind line enter that line remove lead whitespaces from that line
kind change
kind
kind cleanup
kind design
kind documentation
kind fail test
kind feature
kind flake

kind
what this need
should verify that docker docker instal when install containerd
which issue this


special note your reviewer
this introduce user face change

check uninstall container engine need when change container engine define"
bf8c64af08077f2bbdbfd4464547766ea7a832f4,0,"feature request cyclinder reviewer

sign cyclinder qifengguo daocloudio

sign cyclinder qifengguo daocloudio","sign cyclinder qifengguo daocloudio

what type this
kind feature
what this need
like propose reviewer kubespray project focus network kubespray would like contribute more kubespray
appreciate accept
thank","feature request cyclinder reviewer

sign cyclinder qifengguo daocloudio

sign cyclinder qifengguo daocloudiosign cyclinder qifengguo daocloudio

what type this
kind feature
what this need
like propose reviewer kubespray project focus network kubespray would like contribute more kubespray
appreciate accept
thank"
ca62c75bdf0f0ffec4e2eb43c1f3e680ff94e66b,0,"merge pull request from miouge1 update node

include etcd master node","work only worker also master etcd node
mention slack test this figure update well","merge pull request from miouge1 update node

include etcd master nodework only worker also master etcd node
mention slack test this figure update well"
1ae794e5e4f85844ef8f060675837ad627a8878b,0,script cleanup gitlab branch,"what type this
kind feature
what this need
this script cleanup branch gitlab from time time when there many branch take long time clone whole repo","script cleanup gitlab branchwhat type this
kind feature
what this need
this script cleanup branch gitlab from time time when there many branch take long time clone whole repo"
456596710ee1e6b9939971eae03bf9b81062ac37,0,kube router manifest adjustment,"direct server return work with kube router change need manifest
follow documentation describe change
http githubcom cloudnativelabs kube router blob master user guidemd direct server return
these change implement this when flag kube router enable true false default
cheer","kube router manifest adjustmentdirect server return work with kube router change need manifest
follow documentation describe change
http githubcom cloudnativelabs kube router blob master user guidemd direct server return
these change implement this when flag kube router enable true false default
cheer"
62f536923726b346737376e699c660f70ee5869c,0,remove warn about docker only support,"what type this
kind documentation
what this need
remove warn which long applicable base comment
which issue this
containerd containerd
special note your reviewer
probably containerd containerd have should close","remove warn about docker only supportwhat type this
kind documentation
what this need
remove warn which long applicable base comment
which issue this
containerd containerd
special note your reviewer
probably containerd containerd have should close"
de028814e57486e3e16ad24f4b9b8491824b7265,0,"upgrade etcd version release note

upgrade etcd version release note

update etcd binary checksum","what type this
kind upgrade
what this need
upgrade etcd version which default release note
this introduce user face change
etcd version upgrade","upgrade etcd version release note

upgrade etcd version release note

update etcd binary checksumwhat type this
kind upgrade
what this need
upgrade etcd version which default release note
this introduce user face change
etcd version upgrade"
eb16986f3244bf5158b15349d515dabbe7e0c9ee,0,rhel support subscription registration,"what type this
kind feature
what this need
support subscription registration feature will allow developer administrator deploy kubespray across rhel host support account credential organization activation combination
valid support subscription require download package from rhel repository
which issue this

special note your reviewer
this introduce user face change
none","rhel support subscription registrationwhat type this
kind feature
what this need
support subscription registration feature will allow developer administrator deploy kubespray across rhel host support account credential organization activation combination
valid support subscription require download package from rhel repository
which issue this

special note your reviewer
this introduce user face change
none"
6b598eaacb6199be2674f4b38b65c91d7e343386,0,"merge pull request from mgsergio master

check that kube master kube node etcd group empty",this save time debug silly mistake,"merge pull request from mgsergio master

check that kube master kube node etcd group emptythis save time debug silly mistake"
85ff3eb8bebf572e8e773a2dd804a4b4fd43bf92,0,"update version local volume provisioner

v240 have release already local volume provisioner
this update version

http githubcom kubernetes sigs storage local static provisioner","what type this
kind cleanup
what this need
v240 have release already local volume provisioner
this update version
this introduce user face change

none","update version local volume provisioner

v240 have release already local volume provisioner
this update version

http githubcom kubernetes sigs storage local static provisionerwhat type this
kind cleanup
what this need
v240 have release already local volume provisioner
this update version
this introduce user face change

none"
72b45eec2eb1ce3752e88bb4aba832d6d493f86e,0,"agnhost instead busybox network test

busybox container require root permission ping
test harden method need switch another image
which require root permission network test
kubernetes kubernetes repo agnhost which
require this make test aghhost image

addition this update test manifest specify securitycontext
without privilege","what type this
kind cleanup
what this need
busybox container require root permission ping
test harden method need switch another image which require root permission network test
kubernetes kubernetes repo agnhost which require
this make test aghhost image
addition this update test manifest specify securitycontext without privilege
special note your reviewer
this come from
avoid single huge pull request separate multiple change easy implementation code review
this introduce user face change

agnhost instead busybox network test","agnhost instead busybox network test

busybox container require root permission ping
test harden method need switch another image
which require root permission network test
kubernetes kubernetes repo agnhost which
require this make test aghhost image

addition this update test manifest specify securitycontext
without privilegewhat type this
kind cleanup
what this need
busybox container require root permission ping
test harden method need switch another image which require root permission network test
kubernetes kubernetes repo agnhost which require
this make test aghhost image
addition this update test manifest specify securitycontext without privilege
special note your reviewer
this come from
avoid single huge pull request separate multiple change easy implementation code review
this introduce user face change

agnhost instead busybox network test"
06ffe44f1ff013ebb16db8a08b1a53f875c612f1,0,"remove download deprecate calico image

change",this long necessary calico mode which recently refactored route reflection calico node image,"remove download deprecate calico image

changethis long necessary calico mode which recently refactored route reflection calico node image"
73988585722a110ab8b604fe76e227ea8886a567,0,"merge pull request from qeqar hostname

allow hostnames verify hostnames","fqdn inventory hostname without errros
mark","merge pull request from qeqar hostname

allow hostnames verify hostnamesfqdn inventory hostname without errros
mark"
adf6a7121fea65e654ef16812005d482e5db5797,0,reenable fact task late,this necessary configure script zdnsupdate which will inhibit dhcp from change resolvconf,reenable fact task latethis necessary configure script zdnsupdate which will inhibit dhcp from change resolvconf
a99ba3bb16fc8afbf322a26fce7e187de52c76e2,0,"allow resource management metric server container will allow fine tune resource allocation solve throttle issue default current request limit allocation memory 55mi both limit request

sign brendan holmes holmesb

author brendan holmes holmesb","issue
will allow fine tune resource allocation solve throttle issue default current request limit allocation memory 55mi both limit request
what type this

kind feature

which issue this

this introduce user face change

allow resource management metric server container","allow resource management metric server container will allow fine tune resource allocation solve throttle issue default current request limit allocation memory 55mi both limit request

sign brendan holmes holmesb

author brendan holmes holmesbissue
will allow fine tune resource allocation solve throttle issue default current request limit allocation memory 55mi both limit request
what type this

kind feature

which issue this

this introduce user face change

allow resource management metric server container"
063faaae1cd1fa689d1ba4c0fe189b1145775fd7,0,"recursive option kube ansible module

kube ansible module with recursive true
which sill process directory filename recursively",this will recursive option ansible kube module this will allow recursive processing manifest directory when specify,"recursive option kube ansible module

kube ansible module with recursive true
which sill process directory filename recursivelythis will recursive option ansible kube module this will allow recursive processing manifest directory when specify"
1600fd9082bfb7099a3069124468429ca9b96fcb,0,clean,"what type this


kind cleanup
what this need
have same meta mainyml have define them again
which issue this


special note your reviewer
this introduce user face change","cleanwhat type this


kind cleanup
what this need
have same meta mainyml have define them again
which issue this


special note your reviewer
this introduce user face change"
14699f5e989788e2087d22b533fab9ec63a15fe5,0,helm upgrade,"what type this
kind feature
what this need
this upgrade helm late version v3103
this introduce user face change

helm upgrade","helm upgradewhat type this
kind feature
what this need
this upgrade helm late version v3103
this introduce user face change

helm upgrade"
b2cb0725ac4c22f69ebbcaa969d8414f8a54bea2,0,"default openstack cinder storage class

possibility create default openstack cinder storage class

close","possibility create default openstack cinder storage class
close","default openstack cinder storage class

possibility create default openstack cinder storage class

closepossibility create default openstack cinder storage class
close"
c66e9a6d62d30cd34ee711d9a2b4862bc38d9c76,0,disable become localhost,disable become localhost when flag invoke sudo locahost,disable become localhostdisable become localhost when flag invoke sudo locahost
a3a7c2d24e05fdd6f57460e3177fba41e0f1da1b,0,"merge pull request from rsmitty proxy

provide environment trust with etcd",this another small issue encounter when deploy behind proxy after remove bunch environment directive find that there still couple place where call trust oppose environment value full role them each task that need would love make sure that chadswen cool with this well think break,"merge pull request from rsmitty proxy

provide environment trust with etcdthis another small issue encounter when deploy behind proxy after remove bunch environment directive find that there still couple place where call trust oppose environment value full role them each task that need would love make sure that chadswen cool with this well think break"
fb7b3305dc21c1ba4d53dab0e064e17fe7cef844,0,"merge pull request from mirwan etcd event access address

etcd event access address should peer client",make thing consistent etcd event peer etcd event client should rely etcd event access address etcd access address even default they both same,"merge pull request from mirwan etcd event access address

etcd event access address should peer clientmake thing consistent etcd event peer etcd event client should rely etcd event access address etcd access address even default they both same"
5ae3e2818b1b8e5f65d8b57241acd50af70f201b,0,yankay approver,"what type this

uncomment only kind line enter that line remove lead whitespaces from that line


kind cleanup

what this need
want take more responsibility kubespray project yankay list approver
which issue this


special note your reviewer
this introduce user face change

none","yankay approverwhat type this

uncomment only kind line enter that line remove lead whitespaces from that line


kind cleanup

what this need
want take more responsibility kubespray project yankay list approver
which issue this


special note your reviewer
this introduce user face change

none"
ff331f4ebae9e8202434ad17951dc2dce37029ca,0,support flannel dual stack,"what type this
kind feature
what this need
this functionality kubespray support dual stack deployment ipv4 ipv6 combine flannel
which issue this

none
special note your reviewer
http githubcom flannel flannel blob master documentation configurationmd dual stack
this introduce user face change

flannel support dual stack ipv4 ipv6 networking","support flannel dual stackwhat type this
kind feature
what this need
this functionality kubespray support dual stack deployment ipv4 ipv6 combine flannel
which issue this

none
special note your reviewer
http githubcom flannel flannel blob master documentation configurationmd dual stack
this introduce user face change

flannel support dual stack ipv4 ipv6 networking"
c53561c9a011c988100002418fb71c092bae3926,0,update late registry version,"this update

registry v271 v281

this close partially","update late registry versionthis update

registry v271 v281

this close partially"
a534eb45ce6ee3e577bff200c358b9bf8971df7f,0,"update calico image

sign bojiang bojiang daocloudio

sign bojiang bojiang daocloudio","sign bojiang bojiang daocloudio

what type this
kind feature
what this need
update calico image support multiple architecture with same
which issue this


special note your reviewer
this introduce user face change

calico update image support multiple architecture with same","update calico image

sign bojiang bojiang daocloudio

sign bojiang bojiang daocloudiosign bojiang bojiang daocloudio

what type this
kind feature
what this need
update calico image support multiple architecture with same
which issue this


special note your reviewer
this introduce user face change

calico update image support multiple architecture with same"
d6f206b5fd5b36a73ef81b6527c7e6b191b38c27,0,"merge pull request from kubespray rsync cert

tarregister instead copy slurp distribute token cert","relate ansible ansible
register because synchronize module sudo
remote side correctly copy slow
this patch dramatically down number task process
cert synchronization","merge pull request from kubespray rsync cert

tarregister instead copy slurp distribute token certrelate ansible ansible
register because synchronize module sudo
remote side correctly copy slow
this patch dramatically down number task process
cert synchronization"
d87b0344b5bf7dce732e1e8627ae5c7d662a9214,0,"merge pull request from kubespray kubednsrc

reset replicacluster name kube back kubedns",this break upgrade cluster,"merge pull request from kubespray kubednsrc

reset replicacluster name kube back kubednsthis break upgrade cluster"
3dcb91460708f45ce13e1a104537c290a184479d,0,"remove vault

remove vault

remove reference kargo

change check order",agree with maintainer owner,"remove vault

remove vault

remove reference kargo

change check orderagree with maintainer owner"
